6784,13
6800,16
6815,15
6829,14
6848,19
6855,7
6863,8
6865,2
6927,62
6971,44
6980,9
6987,7
6992,5
7011,19
7068,57
7147,79
7186,39
7198,12
7317,119
7352,35
7409,57
7474,65
7514,40
7546,32
7570,24
7592,22
7624,32
7660,36
7697,37
7698,1
7710,12
7750,40
7761,11
7791,30
7818,27
7837,19
7854,17
7866,12
7875,9
7971,96
7999,28
8021,22
8051,30
8114,63
8163,49
8225,62
8255,30
8260,5
8265,5
8273,8
8289,16
8302,13
8341,39
8460,119
8495,35
8517,22
8539,22
8552,13
8562,10
8570,8
8585,15
8629,44
8648,19
8674,26
8724,50
8780,56
8785,5
8790,5
8839,49
8863,24
8896,33
9012,116
9033,21
9083,50
9097,14
9106,9
9188,82
9233,45
9299,66
9395,96
9400,5
9466,66
9511,45
9522,11
9533,11
9604,71
9641,37
9697,56
9701,4
9703,2
9776,73
9790,14
9805,15
9863,58
9866,3
9890,24
9937,47
9949,12
9961,12
10078,117
10094,16
10125,31
10150,25
10195,45
10236,41
10264,28
10291,27
10318,27
10338,20
10367,29
10402,35
10427,25
10442,15
10466,24
10504,38
10685,181
10737,52
10785,48
10803,18
10818,15
10925,107
10986,61
11001,15
11018,17
11056,38
11063,7
11164,101
11170,6
11194,24
11220,26
11252,32
11279,27
11302,23
11351,49
11354,3
11358,4
11373,15
11381,8
11415,34
11432,17
11456,24
11505,49
11607,102
11652,45
11664,12
11671,7
11752,81
11760,8
11840,80
11881,41
11927,46
11958,31
11995,37
12031,36
12044,13
12057,13
12074,17
12089,15
12101,12
12112,11
12119,7
12124,5
12156,32
12164,8
12248,84
12260,12
12271,11
12352,81
12371,19
12384,13
12394,10
12417,23
12451,34
12486,35
12488,2
12550,62
12577,27
12635,58
12682,47
12703,21
12733,30
12770,37
12791,21
13043,252
13089,46
13091,2
13115,24
13139,24
13168,29
13197,29
13221,24
13223,2
13239,16
13299,60
13340,41
13386,46
13426,40
13455,29
13481,26
13503,22
13551,48
13554,3
13562,8
13595,33
13618,23
13640,22
13660,20
13673,13
13680,7
13759,79
13910,151
13962,52
14038,76
14070,32
14081,11
14120,39
14220,100
14304,84
14319,15
14349,30
14364,15
14379,15
14397,18
14420,23
14482,62
14495,13
14615,120
14782,167
14785,3
14787,2
14792,5
14793,1
14867,74
14868,1
14869,1
14987,118
15063,76
15130,67
15133,3
15164,31
15222,58
15237,15
15255,18
15339,84
15376,37
15390,14
15480,90
15483,3
15512,29
15563,51
15646,83
15678,32
15711,33
15745,34
15751,6
15774,23
15775,1
15776,1
15777,1
15778,1
15779,1
15869,90
15870,1
15871,1
15878,7
15887,9
15888,1
15889,1
15890,1
15979,89
16003,24
16089,86
16131,42
16187,56
16207,20
16242,35
16325,83
16356,31
16391,35
16392,1
16430,38
16449,19
16450,1
16502,52
16574,72
16598,24
16663,65
16681,18
16699,18
16715,16
16731,16
16742,11
16754,12
16758,4
16759,1
16836,77
16848,12
16853,5
16942,89
16958,16
16963,5
17007,44
17093,86
17136,43
17188,52
17231,43
17260,29
17271,11
17279,8
17298,19
17322,24
17343,21
17392,49
17424,32
17457,33
17485,28
17555,70
17556,1
17594,38
17630,36
17669,39
17681,12
17685,4
17761,76
17788,27
17790,2
17822,32
17832,10
17867,35
17927,60
17984,57
17995,11
18003,8
18110,107
18164,54
18288,124
18347,59
18351,4
18378,27
18438,60
18492,54
18541,49
18542,1
18566,24
18589,23
18623,34
18722,99
18808,86
18841,33
18874,33
18946,72
18958,12
18991,33
19025,34
19087,62
19151,64
19182,31
19212,30
19306,94
19327,21
19360,33
19398,38
19451,53
19536,85
19595,59
19634,39
19679,45
19703,24
19757,54
19764,7
19769,5
19775,6
19777,2
19841,64
19867,26
19922,55
19926,4
19987,61
19992,5
20009,17
20046,37
20389,343
20390,1
20405,15
20523,118
20556,33
20587,31
20611,24
20629,18
20786,157
20820,34
20908,88
20929,21
20957,28
20977,20
21132,155
21295,163
21320,25
21338,18
21351,13
21360,9
21373,13
21402,29
21428,26
21447,19
21483,36
21600,117
21620,20
21641,21
21653,12
21708,55
21894,186
21933,39
22033,100
22061,28
22091,30
22112,21
22123,11
22134,11
22277,143
22368,91
22510,142
22550,40
22603,53
22615,12
22623,8
22681,58
22714,33
22770,56
22800,30
22876,76
22903,27
22904,1
22905,1
22955,50
23003,48
23041,38
23071,30
23144,73
23199,55
23261,62
23303,42
23324,21
23424,100
23474,50
23501,27
23524,23
23592,68
23600,8
23677,77
23679,2
23696,17
23717,21
23718,1
23792,74
23797,5
23801,4
23826,25
23855,29
23896,41
23904,8
23932,28
24047,115
24075,28
24269,194
24283,14
24294,11
24299,5
24302,3
24326,24
24448,122
24460,12
24552,92
24557,5
24785,228
24802,17
24879,77
24890,11
24899,9
24911,12
24955,44
25068,113
25080,12
25139,59
25264,125
25268,4
25269,1
25319,50
25322,3
25361,39
25396,35
25406,10
25408,2
25613,205
25683,70
25762,79
25827,65
25905,78
25912,7
25937,25
25993,56
25994,1
26186,192
26212,26
26267,55
26274,7
26477,203
26545,68
26553,8
26561,8
26582,21
26604,22
26638,34
26743,105
26780,37
26829,49
26865,36
26924,59
26964,40
26983,19
27057,74
27090,33
27106,16
27121,15
27179,58
27186,7
27193,7
27240,47
27268,28
27318,50
27322,4
27332,10
27419,87
27450,31
27530,80
27541,11
27581,40
27666,85
27712,46
27778,66
27783,5
27844,61
27878,34
28000,122
28014,14
28033,19
28064,31
28227,163
28309,82
28315,6
28317,2
28319,2
28334,15
28356,22
28357,1
28358,1
28359,1
28380,21
28430,50
28486,56
28487,1
28512,25
28520,8
28530,10
28545,15
28601,56
28612,11
28627,15
28668,41
28683,15
28702,19
28732,30
28792,60
28887,95
28909,22
28911,2
28917,6
28942,25
28949,7
28954,5
28968,14
28982,14
28996,14
29150,154
29183,33
29291,108
29358,67
29385,27
29411,26
29462,51
29489,27
29546,57
29547,1
29635,88
29727,92
29806,79
29869,63
29905,36
29918,13
29957,39
29985,28
30044,59
30045,1
30086,41
30097,11
30124,27
30359,235
30386,27
30445,59
30447,2
30506,59
30553,47
30554,1
30602,48
30663,61
30668,5
30687,19
30688,1
30783,95
30806,23
30824,18
30842,18
31004,162
31048,44
31084,36
31125,41
31193,68
31219,26
31242,23
31262,20
31291,29
31317,26
31325,8
31380,55
31582,202
31606,24
31624,18
31650,26
31651,1
31704,53
31755,51
31906,151
31934,28
32019,85
32020,1
32021,1
32022,1
32102,80
32135,33
32165,30
32181,16
32191,10
32264,73
32303,39
32504,201
32522,18
32528,6
32543,15
32564,21
32576,12
32604,28
32605,1
32664,59
32726,62
32827,101
32829,2
32930,101
32959,29
33009,50
33118,109
33142,24
33202,60
33247,45
33352,105
33429,77
33433,4
33435,2
33444,9
33534,90
33549,15
33610,61
33686,76
33854,168
33906,52
33935,29
34080,145
34124,44
34281,157
34298,17
34396,98
34413,17
34693,280
34760,67
34781,21
34839,58
34869,30
35009,140
35018,9
35079,61
35088,9
35152,64
35295,143
35391,96
35428,37
35433,5
35434,1
35602,168
35687,85
35712,25
35735,23
35763,28
35796,33
35807,11
35819,12
35858,39
35947,89
35967,20
35979,12
35996,17
36052,56
36109,57
36126,17
36127,1
36191,64
36211,20
36351,140
36388,37
36460,72
36465,5
36466,1
36467,1
36525,58
36553,28
36587,34
36641,54
36726,85
36784,58
36823,39
36857,34
36990,133
37073,83
37084,11
37157,73
37159,2
37165,6
37181,16
37201,20
37229,28
37250,21
37518,268
37584,66
37585,1
37617,32
37669,52
37679,10
37740,61
37799,59
38009,210
38163,154
38193,30
38196,3
38241,45
38322,81
38517,195
38536,19
38560,24
38565,5
38587,22
38737,150
38765,28
38802,37
38840,38
38871,31
38920,49
39077,157
39120,43
39156,36
39241,85
39393,152
39397,4
39453,56
39557,104
39731,174
39770,39
39831,61
39876,45
39910,34
39945,35
40099,154
40163,64
40180,17
40228,48
40255,27
40361,106
40409,48
40493,84
40517,24
40568,51
40570,2
40574,4
40584,10
40593,9
40596,3
40597,1
40604,7
40696,92
40860,164
40922,62
40949,27
40962,13
40981,19
40994,13
40995,1
41075,80
41077,2
41078,1
41216,138
41240,24
41242,2
41244,2
41245,1
41259,14
41284,25
41437,153
41522,85
41585,63
41638,53
41643,5
41686,43
41716,30
41783,67
41807,24
41834,27
41876,42
41877,1
41894,17
41899,5
41900,1
41901,1
41902,1
42259,357
42594,335
42605,11
42669,64
42688,19
42772,84
42804,32
42873,69
42885,12
42887,2
42982,95
43047,65
43055,8
43063,8
43069,6
43075,6
43078,3
43082,4
43096,14
43202,106
43236,34
43393,157
43394,1
43395,1
43396,1
43531,135
43544,13
43617,73
43705,88
43722,17
43823,101
43923,100
43979,56
44084,105
44143,59
44144,1
44221,77
44281,60
44288,7
44302,14
44390,88
44419,29
44507,88
44526,19
44544,18
44924,380
44951,27
44972,21
45064,92
45176,112
45206,30
45355,149
45372,17
45455,83
45518,63
45612,94
45614,2
45668,54
45689,21
45842,153
45844,2
45885,41
45967,82
45990,23
46170,180
46269,99
46288,19
46364,76
46368,4
46391,23
46424,33
46455,31
46637,182
46728,91
46756,28
46903,147
46927,24
47194,267
47456,262
47675,219
47915,240
47942,27
47956,14
47971,15
48050,79
48069,19
48257,188
48258,1
48363,105
48431,68
48511,80
48553,42
48618,65
49195,577
49354,159
49391,37
49411,20
49412,1
49438,26
49711,273
49732,21
49750,18
49751,1
49752,1
49753,1
49900,147
49943,43
49951,8
49977,26
50237,260
50252,15
50262,10
50424,162
50442,18
50492,50
50674,182
50675,1
50679,4
50770,91
50911,141
50916,5
50930,14
50945,15
51044,99
51069,25
51094,25
51204,110
51205,1
51294,89
51354,60
51362,8
51363,1
51388,25
51412,24
51638,226
51664,26
51830,166
51939,109
52280,341
52284,4
52285,1
52388,103
52390,2
52615,225
52654,39
52681,27
52686,5
52687,1
52688,1
52799,111
52824,25
53329,505
53515,186
53516,1
53517,1
53518,1
53519,1
53520,1
53589,69
53757,168
53907,150
53979,72
53980,1
54009,29
54598,589
54903,305
54986,83
55178,192
55223,45
55357,134
55677,320
55728,51
55832,104
56043,211
56048,5
56049,1
56112,63
56361,249
56404,43
56434,30
56447,13
56589,142
56945,356
56956,11
56957,1
56971,14
56985,14
57043,58
57079,36
57117,38
57118,1
57272,154
57436,164
57482,46
57563,81
57576,13
57586,10
57616,30
57686,70
57799,113
57895,96
57896,1
58104,208
58136,32
58241,105
58242,1
58243,1
58344,101
58669,325
58960,291
58990,30
59109,119
59110,1
59146,36
59255,109
59272,17
59273,1
59369,96
59387,18
59474,87
59582,108
59667,85
59725,58
59756,31
59799,43
59833,34
59847,14
59948,101
60014,66
60093,79
60450,357
60467,17
60903,436
61047,144
61048,1
61049,1
61088,39
61274,186
61280,6
61294,14
61407,113
61453,46
61471,18
61930,459
61934,4
61958,24
61979,21
62030,51
62060,30
62066,6
62165,99
62166,1
62214,48
62245,31
62469,224
62482,13
62562,80
62591,29
62592,1
62593,1
62603,10
62611,8
62628,17
62634,6
62755,121
62797,42
62798,1
63093,295
63176,83
63215,39
63458,243
63504,46
63596,92
63623,27
63998,375
64113,115
64268,155
64337,69
64385,48
64415,30
64445,30
64478,33
64548,70
64764,216
64832,68
64841,9
65047,206
65073,26
65155,82
65217,62
65242,25
65268,26
65315,47
65524,209
65625,101
65669,44
65863,194
65891,28
65967,76
66021,54
66069,48
66282,213
66329,47
66361,32
66461,100
66555,94
66556,1
66557,1
66558,1
66601,43
66644,43
66675,31
66731,56
66926,195
67161,235
67326,165
67543,217
67544,1
67759,215
67819,60
67905,86
67962,57
68065,103
68067,2
68251,184
68252,1
68716,464
68719,3
68720,1
68864,144
68910,46
69023,113
69132,109
69133,1
69294,161
69372,78
69453,81
69790,337
69930,140
69990,60
69991,1
70370,379
70740,370
70759,19
70762,3
70791,29
70832,41
70881,49
71171,290
71216,45
71217,1
71278,61
71834,556
71911,77
71919,8
71965,46
71975,10
71979,4
72083,104
72142,59
72148,6
72151,3
72152,1
72250,98
72477,227
72814,337
72949,135
72950,1
73014,64
73015,1
73074,59
73159,85
73196,37
73313,117
73369,56
73456,87
73577,121
73648,71
73669,21
73789,120
73842,53
73843,1
73844,1
73845,1
73846,1
73847,1
73848,1
73849,1
74120,271
74121,1
74149,28
74289,140
74332,43
74376,44
74377,1
74417,40
74598,181
74599,1
74600,1
74965,365
75319,354
75321,2
75331,10
75335,4
75342,7
75374,32
75590,216
75652,62
75706,54
75709,3
75710,1
75711,1
75907,196
75925,18
76016,91
76293,277
76442,149
76481,39
76514,33
76537,23
76551,14
76564,13
76616,52
77189,573
77392,203
77416,24
77494,78
77555,61
77615,60
77778,163
77779,1
78013,234
78276,263
78452,176
78454,2
78455,1
78820,365
78892,72
78980,88
78981,1
79039,58
79040,1
79327,287
79417,90
79715,298
79791,76
79794,3
79822,28
79869,47
79891,22
79952,61
80229,277
80330,101
81047,717
81991,944
82098,107
82099,1
82164,65
82165,1
82166,1
82208,42
82462,254
83503,1041
83748,245
84383,635
84391,8
84392,1
84444,52
84461,17
84479,18
84683,204
84747,64
84775,28
85266,491
85355,89
85358,3
85379,21
85397,18
85546,149
85660,114
85698,38
86008,310
86009,1
86011,2
86094,83
86175,81
86210,35
86277,67
86279,2
86576,297
86636,60
86714,78
86715,1
86724,9
86874,150
86927,53
87032,105
87035,3
87107,72
87249,142
87306,57
87307,1
87371,64
87372,1
87373,1
87791,418
87803,12
87842,39
87884,42
87885,1
88190,305
88414,224
88508,94
88509,1
88638,129
88752,114
88753,1
88810,57
88920,110
88945,25
88946,1
89005,59
89006,1
89103,97
89145,42
89638,493
89669,31
90063,394
90064,1
90452,388
90453,1
90510,57
90511,1
90512,1
90513,1
90517,4
90619,102
90691,72
90697,6
90862,165
90863,1
90949,86
91378,429
91417,39
91419,2
91420,1
91525,105
91975,450
91976,1
92053,77
92125,72
92711,586
92751,40
92752,1
92753,1
92754,1
92821,67
93049,228
93110,61
93120,10
93121,1
93260,139
93299,39
93460,161
93461,1
93534,73
93535,1
94472,937
94555,83
94556,1
94633,77
94785,152
94786,1
94787,1
94864,77
94927,63
95328,401
95329,1
95429,100
95798,369
95799,1
95848,49
95849,1
95959,110
95961,2
96063,102
96107,44
96138,31
96139,1
96463,324
96539,76
96593,54
96756,163
97393,637
97631,238
97635,4
98975,1340
99815,840
