28,28
43,15
58,15
74,16
87,13
108,21
237,129
323,86
462,139
525,63
676,151
717,41
794,77
886,92
905,19
944,39
1104,160
1144,40
1179,35
1314,135
1474,160
1545,71
1647,102
1697,50
1979,282
2046,67
2088,42
2127,39
2247,120
2325,78
2380,55
2444,64
2513,69
2642,129
2676,34
2757,81
2795,38
2848,53
3040,192
3055,15
3071,16
3115,44
3323,208
3437,114
3476,39
3482,6
3519,37
3545,26
3635,90
3719,84
3763,44
3868,105
3956,88
4006,50
4132,126
4187,55
4563,376
4628,65
4760,132
4906,146
4970,64
5138,168
5338,200
5348,10
5454,106
5534,80
5614,80
5615,1
5940,325
5984,44
6185,201
6229,44
6349,120
6438,89
6521,83
6540,19
6563,23
6597,34
6678,81
6848,170
6870,22
6987,117
7015,28
7058,43
7073,15
7089,16
7148,59
7229,81
7369,140
7463,94
7614,151
7664,50
7782,118
7829,47
7831,2
7968,137
8124,156
8172,48
8320,148
8351,31
8400,49
8554,154
8617,63
8670,53
8875,205
8925,50
8986,61
9003,17
9020,17
9038,18
9162,124
9223,61
9250,27
9289,39
9354,65
9371,17
9385,14
9481,96
9556,75
9729,173
9811,82
9869,58
10152,283
10228,76
10268,40
10306,38
10359,53
10512,153
10556,44
10637,81
10698,61
10744,46
10919,175
10992,73
11049,57
11143,94
11201,58
11225,24
11252,27
11322,70
11357,35
11386,29
11582,196
11675,93
11708,33
11732,24
11785,53
12115,330
12145,30
12622,477
12714,92
12779,65
13133,354
13484,351
13558,74
13603,45
13796,193
13833,37
13854,21
13976,122
14016,40
14683,667
14765,82
14773,8
15090,317
15146,56
15323,177
15547,224
15591,44
15637,46
15958,321
16079,121
16105,26
16129,24
16134,5
16147,13
16195,48
16258,63
16562,304
16564,2
16600,36
16657,57
16687,30
16745,58
16832,87
16854,22
17269,415
17554,285
17609,55
17665,56
17838,173
17901,63
18021,120
18092,71
18128,36
18230,102
18252,22
18365,113
18533,168
18599,66
18791,192
18839,48
19139,300
19293,154
19331,38
19372,41
19409,37
19508,99
19678,170
19761,83
19840,79
19908,68
20048,140
20076,28
20133,57
20205,72
20234,29
20288,54
20364,76
20393,29
20438,45
20439,1
20471,32
20487,16
20501,14
20545,44
20549,4
20552,3
20564,12
20569,5
20584,15
20597,13
20601,4
20605,4
20618,13
20625,7
20654,29
20675,21
